site,plot,plot_id,season,year,dip_point,an_maculipennis,an_claviger,cx_pipiens,cs_annulata,cs_morsitans,oc_cantans,oc_caspius,fish,water_boatman,water_beetle_larva,water_beetle,damselfly_larva,dragonfly_larva,phantom_midge,backswimmer,saucer_bug,water_scorpion,water_spider,newt,tadpole,frog,flatworm,gammarus,dry,cleared,width,freeboard,exposure,management,shaded,edgedepth,centredepth,water_temperature_c,flow_speed_m_s,dissolved_oxygen,turbidity,salinity,total_cover,cover_emergent,cover_surface,cover_vertical
82,2,8202,2,2009,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.3,1,5,1,0.4,30,60,23.62,0,98,0.441,0.33,0.34586419749999997,0,0.28888888888888886,0.056975308611111115
82,2,8202,2,2009,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.3,1,5,1,0.4,28,60,NA,0,NA,NA,NA,0.34586419749999997,0,0.28888888888888886,0.056975308611111115
82,3,8203,2,2009,1,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1.7,1.4,1,1,0.2,10,25,22.41,0,104.5,0.545,0.41,0.9833333333333334,0,0.8333333333333334,0.15
82,3,8203,2,2009,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,1.4,1,1,0.2,10,35,NA,0,NA,NA,NA,0.9833333333333334,0,0.8333333333333334,0.15
82,3,8203,2,2009,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,1.4,1,1,0.2,10,35,22.38,0,104.7,0.524,0.39,0.9833333333333334,0,0.8333333333333334,0.15
82,3,8203,2,2009,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,1.4,1,1,0.2,20,38,NA,0,NA,NA,NA,0.9833333333333334,0,0.8333333333333334,0.15
82,3,8203,2,2009,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,1.4,1,1,0.2,25,40,22.33,0,105,0.506,0.38,0.9833333333333334,0,0.8333333333333334,0.15
82,3,8203,2,2009,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,1.4,1,1,0.2,15,38,NA,0,NA,NA,NA,0.9833333333333334,0,0.8333333333333334,0.15
82,4,8204,2,2009,1,0,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7,2,1,0.4,10,10,20,0,142,0.69,0.53,0.9,0,0,0.9
82,4,8204,2,2009,2,0,2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7,2,1,0.4,10,10,24,0,141.9,0.678,0.53,0.9,0,0,0.9
82,4,8204,2,2009,3,0,3,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7,2,1,0.4,10,10,25,0,130.3,0.658,0.5,0.9,0,0,0.9
82,4,8204,2,2009,4,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0.9,0,0,0.9
82,4,8204,2,2009,5,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0.9,0,0,0.9
82,4,8204,2,2009,6,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0.9,0,0,0.9
83,1,8301,2,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.55,1,1,0.8,25,50,17.57,0,136.8,0.508,0.38,0.6841666666666668,0,0.4044444444444445,0.27972222222222226
83,1,8301,2,2009,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.55,1,1,0.8,NA,NA,NA,0,NA,NA,NA,0.6841666666666668,0,0.4044444444444445,0.27972222222222226
83,1,8301,2,2009,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.55,5,1,0.6,20,60,19.3,0,124.1,0.313,0.23,0.6841666666666668,0,0.4044444444444445,0.27972222222222226
83,1,8301,2,2009,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.55,1,1,0.3,NA,NA,NA,0,NA,NA,NA,0.6841666666666668,0,0.4044444444444445,0.27972222222222226
83,1,8301,2,2009,5,0,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.55,5,1,0.6,NA,NA,17.23,0,139.4,0.486,0.37,0.6841666666666668,0,0.4044444444444445,0.27972222222222226
83,1,8301,2,2009,6,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.55,5,1,0.6,NA,NA,NA,0,NA,NA,NA,0.6841666666666668,0,0.4044444444444445,0.27972222222222226
83,2,8302,2,2009,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95,0.7,2,1,0.9,10,40,22,0,137.5,0.475,0.36,0.963888888888889,0,0.9544444444444445,0.009444444444444445
83,2,8302,2,2009,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95,0.7,2,1,0.9,NA,NA,NA,0,NA,NA,NA,0.963888888888889,0,0.9544444444444445,0.009444444444444445
83,2,8302,2,2009,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95,0.7,1,1,0.05,30,50,24,0,135.1,0.46,0.35,0.963888888888889,0,0.9544444444444445,0.009444444444444445
83,2,8302,2,2009,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95,0.7,1,1,0.05,NA,NA,NA,0,NA,NA,NA,0.963888888888889,0,0.9544444444444445,0.009444444444444445
83,2,8302,2,2009,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95,0.7,1,1,0.05,NA,NA,26,0,126.2,0.394,0.29,0.963888888888889,0,0.9544444444444445,0.009444444444444445
83,2,8302,2,2009,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95,0.7,1,1,0.05,NA,NA,NA,0,NA,NA,NA,0.963888888888889,0,0.9544444444444445,0.009444444444444445
83,3,8303,2,2009,1,0,0,1,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,2,0.7,1,1,0.05,15,50,19.43,0,123,0.378,0.28,0.972438271388889,0,0.876388888888889,0.0960493825
83,3,8303,2,2009,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.7,1,1,0.05,NA,NA,NA,0,NA,NA,NA,0.972438271388889,0,0.876388888888889,0.0960493825
83,3,8303,2,2009,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.7,1,1,0.05,10,50,19.3,0,124.4,0.389,0.29,0.972438271388889,0,0.876388888888889,0.0960493825
83,3,8303,2,2009,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.7,1,1,0.05,NA,NA,NA,0,NA,NA,NA,0.972438271388889,0,0.876388888888889,0.0960493825
83,3,8303,2,2009,5,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.7,1,1,0.05,NA,NA,20.03,0,119,0.378,0.28,0.972438271388889,0,0.876388888888889,0.0960493825
83,3,8303,2,2009,6,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.7,1,1,0.05,NA,NA,NA,0,NA,NA,NA,0.972438271388889,0,0.876388888888889,0.0960493825
83,4,8304,2,2009,1,0,0,7,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2.9,0.7,1,1,0.05,10,40,19.16,0,125.1,0.449,0.34,0.17790123444444444,0,0.12790123444444446,0.05
83,4,8304,2,2009,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.9,0.7,1,1,0.05,NA,NA,NA,0,NA,NA,NA,0.17790123444444444,0,0.12790123444444446,0.05
83,4,8304,2,2009,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.9,0.7,1,1,0.05,10,40,19.07,0,125.6,0.506,0.38,0.17790123444444444,0,0.12790123444444446,0.05
83,4,8304,2,2009,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.9,0.7,1,1,0.05,NA,NA,NA,0,NA,NA,NA,0.17790123444444444,0,0.12790123444444446,0.05
83,4,8304,2,2009,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.9,0.7,1,1,0.05,NA,NA,18.52,0,129.5,0.507,0.38,0.17790123444444444,0,0.12790123444444446,0.05
83,4,8304,2,2009,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.9,0.7,1,1,0.05,NA,NA,NA,0,NA,NA,NA,0.17790123444444444,0,0.12790123444444446,0.05
84,1,8401,2,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.4,0.7,1,3,0.3,5,50,18,0,131.2,0.447,0.34,0.5738888888888889,0,0.5738888888888889,0
84,1,8401,2,2009,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.4,0.7,1,3,0.3,25,55,NA,0,NA,NA,NA,0.5738888888888889,0,0.5738888888888889,0
84,1,8401,2,2009,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.4,0.7,1,3,0.3,30,50,18.45,0,129.4,0.449,0.34,0.5738888888888889,0,0.5738888888888889,0
84,1,8401,2,2009,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.4,0.7,1,3,0.3,15,45,NA,0,NA,NA,NA,0.5738888888888889,0,0.5738888888888889,0
84,1,8401,2,2009,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.4,0.7,1,3,0.3,30,75,NA,0,NA,NA,NA,0.5738888888888889,0,0.5738888888888889,0
84,1,8401,2,2009,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.4,0.7,1,3,0.3,15,45,20.95,0,113.9,0.402,0.3,0.5738888888888889,0,0.5738888888888889,0
84,2,8402,2,2009,1,0,0,44,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,NA,1,3,0.2,18,33,19.89,0,120.1,0.484,0.36,0.6894444444444444,0,0.6338888888888888,0.05555555555555556
84,2,8402,2,2009,2,0,0,59,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.1,NA,1,3,0.2,14,38,232.91,0,96.9,0.466,0.35,0.6894444444444444,0,0.6338888888888888,0.05555555555555556
84,2,8402,2,2009,3,0,0,34,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.1,NA,1,3,0.2,27,48,21.5,0,110,0.493,0.37,0.6894444444444444,0,0.6338888888888888,0.05555555555555556
84,2,8402,2,2009,4,0,0,58,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,NA,1,3,0.2,15,45,NA,0,NA,NA,NA,0.6894444444444444,0,0.6338888888888888,0.05555555555555556
84,2,8402,2,2009,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,NA,1,3,0.2,15,43,23.69,0,97.5,0.497,0.37,0.6894444444444444,0,0.6338888888888888,0.05555555555555556
84,2,8402,2,2009,6,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,NA,1,3,0.2,10,32,NA,0,NA,NA,NA,0.6894444444444444,0,0.6338888888888888,0.05555555555555556
84,3,8403,2,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,NA,5,3,0.3,15,25,22.85,NA,102.2,0.805,0.62,0.95,0,0.9083333333333333,0.041666666666666664
84,3,8403,2,2009,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.5,NA,5,3,0.3,10,25,NA,NA,NA,NA,NA,0.95,0,0.9083333333333333,0.041666666666666664
84,3,8403,2,2009,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,NA,5,3,0.3,10,20,22.03,NA,106.9,0.87,0.67,0.95,0,0.9083333333333333,0.041666666666666664
84,3,8403,2,2009,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,NA,5,3,0.3,10,20,NA,NA,NA,NA,NA,0.95,0,0.9083333333333333,0.041666666666666664
84,3,8403,2,2009,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,NA,5,3,0.3,10,25,23.78,NA,97,0.851,0.65,0.95,0,0.9083333333333333,0.041666666666666664
84,3,8403,2,2009,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,NA,5,3,0.3,5,12,NA,NA,NA,NA,NA,0.95,0,0.9083333333333333,0.041666666666666664
84,4,8404,2,2009,1,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2.3,0.55,1,3,0.2,20,45,25.29,0,89.5,0.768,0.59,0.6405555555555555,0.022222222222222223,0.5416666666666666,0.07666666666666666
84,4,8404,2,2009,2,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0.55,1,3,0.2,25,50,NA,0,NA,NA,NA,0.6405555555555555,0.022222222222222223,0.5416666666666666,0.07666666666666666
84,4,8404,2,2009,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0.55,1,3,0.2,30,60,22.56,0,103.6,0.787,0.6,0.6405555555555555,0.022222222222222223,0.5416666666666666,0.07666666666666666
84,4,8404,2,2009,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0.55,1,3,0.2,20,65,NA,0,NA,NA,NA,0.6405555555555555,0.022222222222222223,0.5416666666666666,0.07666666666666666
84,4,8404,2,2009,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0.55,1,3,0.2,15,60,25.77,0,87.3,0.785,0.6,0.6405555555555555,0.022222222222222223,0.5416666666666666,0.07666666666666666
84,4,8404,2,2009,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0.55,1,3,0.2,15,55,NA,0,NA,NA,NA,0.6405555555555555,0.022222222222222223,0.5416666666666666,0.07666666666666666
85,1,8501,2,2009,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0.3,3,1,0.4,60,70,19.97,0,119.3,0.438,0.33,0.9403086419444445,0.016666666666666666,0.48611111111111116,0.43753086416666664
85,1,8501,2,2009,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0.3,1,1,0.2,40,70,21,0,NA,NA,NA,0.9403086419444445,0.016666666666666666,0.48611111111111116,0.43753086416666664
85,1,8501,2,2009,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0.3,1,1,0.2,40,70,19.48,0,122.8,0.435,0.33,0.9403086419444445,0.016666666666666666,0.48611111111111116,0.43753086416666664
85,1,8501,2,2009,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0.3,1,1,0.2,10,60,21,0,NA,NA,NA,0.9403086419444445,0.016666666666666666,0.48611111111111116,0.43753086416666664
85,1,8501,2,2009,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0.3,2,1,0.8,20,70,19.24,0,124.5,0.432,0.32,0.9403086419444445,0.016666666666666666,0.48611111111111116,0.43753086416666664
85,1,8501,2,2009,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0.3,2,1,0.7,10,70,21,0,NA,NA,NA,0.9403086419444445,0.016666666666666666,0.48611111111111116,0.43753086416666664
85,2,8502,2,2009,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.8,0.45,2,1,0.8,50,100,21,0,127.9,0.41,0.31,0.9944444444444445,0,0.985,0.009444444444444445
85,2,8502,2,2009,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.8,0.45,2,1,0.8,50,100,NA,0,NA,NA,NA,0.9944444444444445,0,0.985,0.009444444444444445
85,2,8502,2,2009,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.8,0.45,2,1,0.7,50,100,21,0,127.9,0.415,0.31,0.9944444444444445,0,0.985,0.009444444444444445
85,2,8502,2,2009,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.8,0.45,2,1,0.7,50,100,NA,0,NA,NA,NA,0.9944444444444445,0,0.985,0.009444444444444445
85,2,8502,2,2009,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.8,0.45,1,1,0.15,50,100,18.74,0,127.9,0.389,0.29,0.9944444444444445,0,0.985,0.009444444444444445
